price,units_sold,discount,competitor_price,marketing_spend,season,region
105,180,22,105,3040,Summer,South
71,189,3,58,2565,Summer,North
138,158,16,142,5125,Summer,North
68,251,28,75,5268,Summer,North
75,175,4,82,3839,Festival,West
72,171,2,82,1467,Winter,North
96,174,3,111,4388,Winter,South
62,285,22,66,9176,Summer,North
115,179,4,131,7540,Summer,West
193,168,13,210,8247,Summer,North
122,158,14,113,3743,Winter,East
126,199,19,142,6642,Festival,South
80,188,16,96,2026,Festival,East
134,164,5,144,5631,Summer,East
108,260,26,105,9792,Festival,West
90,206,9,95,4592,Festival,East
161,133,21,146,1987,Winter,North
145,242,22,133,9797,Summer,South
171,166,15,161,8238,Festival,East
154,151,16,164,3747,Summer,East
123,213,13,104,9330,Summer,South
181,158,19,189,6650,Festival,North
148,142,11,132,5225,Winter,East
175,144,8,177,5496,Festival,South
187,190,14,202,9833,Winter,North
124,149,11,110,1436,Festival,North
63,209,13,55,2423,Summer,North
87,255,25,76,4721,Winter,West
189,159,21,204,6674,Winter,North
94,268,17,89,9249,Summer,North
194,104,19,188,2136,Festival,South
124,215,5,122,9891,Winter,West
78,173,3,78,2145,Festival,North
67,244,25,81,6579,Festival,East
69,242,22,63,5495,Festival,West
63,244,11,56,7499,Summer,South
103,213,12,111,7242,Festival,West
80,257,18,64,9299,Summer,East
107,217,21,104,5945,Winter,West
153,135,12,133,2992,Festival,East
177,121,11,183,5122,Winter,North
74,197,19,80,1805,Festival,North
68,177,2,72,2992,Winter,West
185,203,27,185,8496,Summer,West
52,214,2,45,4600,Winter,South
135,160,13,134,5010,Winter,South
194,181,17,201,9275,Festival,East
191,152,26,191,5358,Festival,North
58,253,18,60,6315,Festival,West
143,175,28,133,4320,Festival,North
198,183,27,179,8549,Summer,West
188,152,29,187,3505,Winter,East
69,248,9,72,8828,Winter,North
84,269,16,88,8885,Summer,South
102,189,14,118,3456,Winter,East
159,182,18,160,8248,Festival,North
185,159,8,188,8868,Festival,East
53,223,3,47,7349,Festival,West
151,177,14,142,7963,Winter,North
96,182,18,106,4062,Summer,North
143,148,15,153,4852,Summer,North
97,193,7,106,5990,Winter,South
140,131,16,139,1387,Summer,East
133,216,20,120,8037,Summer,South
117,176,0,126,7910,Festival,South
188,99,6,202,3003,Winter,East
174,166,20,174,6745,Summer,East
122,164,17,141,2540,Winter,North
53,243,11,60,9641,Festival,North
125,175,15,143,4547,Festival,East
122,181,29,118,1301,Summer,North
126,157,0,117,8104,Winter,West
97,204,26,94,3019,Winter,North
151,150,14,158,5161,Festival,East
155,115,6,137,1229,Festival,South
126,227,27,120,8710,Festival,East
88,211,16,83,2832,Summer,East
107,223,2,108,9242,Winter,South
68,213,10,78,4678,Summer,West
137,171,5,147,8496,Winter,North
162,130,5,142,5482,Festival,West
126,233,14,116,9944,Summer,South
126,181,6,111,6887,Summer,West
77,172,10,79,2478,Summer,South
115,207,29,103,3088,Festival,East
59,274,26,54,7040,Summer,West
175,186,16,192,9152,Summer,North
107,208,22,105,3993,Festival,North
191,133,17,183,4340,Winter,South
174,147,21,185,3343,Summer,East
161,216,28,176,8188,Festival,West
133,155,23,121,2238,Summer,West
192,180,28,208,7856,Summer,South
145,204,20,155,6660,Winter,West
82,224,25,92,5339,Festival,North
194,163,18,192,9374,Winter,North
190,202,26,171,9735,Winter,West
96,174,7,107,3826,Festival,West
161,181,23,174,8091,Winter,East
193,101,19,173,1092,Summer,East
92,179,7,92,3415,Festival,West
57,273,20,39,5254,Festival,West
52,307,28,58,9126,Summer,South
174,157,10,160,5533,Summer,East
61,276,20,73,7516,Summer,West
133,132,2,121,5401,Winter,South
65,232,22,74,4032,Winter,East
127,192,26,124,4289,Winter,South
108,193,13,113,5438,Winter,West
112,232,26,111,7867,Winter,North
98,187,8,115,4234,Winter,North
100,234,24,110,6997,Festival,North
82,219,0,69,7301,Festival,North
79,168,0,81,2133,Festival,West
125,178,25,129,3062,Festival,North
64,253,27,44,5627,Festival,North
131,156,11,128,4471,Festival,West
141,122,10,139,1468,Winter,East
72,209,20,57,2344,Festival,East
143,152,0,139,7098,Summer,East
94,206,19,81,4807,Festival,South
111,193,11,99,5736,Summer,East
64,250,16,80,5957,Summer,West
95,197,14,101,4345,Festival,East
113,127,1,128,1588,Winter,South
124,186,17,109,4883,Winter,South
101,142,15,86,1091,Summer,North
137,108,3,120,1457,Winter,West
106,145,7,107,2884,Summer,East
132,132,1,151,4121,Winter,East
115,211,13,121,8642,Winter,West
199,145,24,215,6611,Winter,West
69,252,14,50,8952,Winter,West
82,258,27,70,4703,Festival,West
121,173,8,111,5482,Festival,West
74,184,1,73,2981,Festival,West
95,218,16,113,5466,Summer,West
122,191,25,115,3231,Festival,South
147,205,9,152,9963,Festival,North
106,219,8,123,6781,Festival,East
136,191,1,145,9396,Winter,South
182,176,23,197,9413,Winter,South
104,216,29,121,4315,Winter,East
110,199,18,124,6175,Winter,South
138,133,16,123,2598,Winter,West
57,231,10,39,5262,Festival,South
65,184,16,45,2542,Festival,East
165,180,9,162,9333,Winter,North
110,140,17,112,1089,Winter,East
64,245,22,75,5406,Festival,North
199,167,27,207,6490,Festival,West
180,106,5,182,4706,Winter,South
151,119,15,166,2209,Summer,East
103,227,27,88,5978,Winter,East
63,250,26,59,4224,Festival,North
85,227,17,82,5856,Summer,South
154,202,19,164,8793,Winter,East
131,193,17,116,7239,Festival,East
116,181,0,129,7853,Festival,South
59,239,27,65,2538,Festival,West
98,135,2,113,1148,Winter,North
160,193,14,164,9065,Winter,East
114,230,19,103,8699,Summer,South
106,146,9,124,2425,Festival,West
76,226,20,94,2717,Festival,East
162,122,4,153,3635,Summer,West
182,118,14,172,3363,Winter,East
120,187,22,102,4107,Festival,East
132,200,13,133,6628,Summer,West
106,160,14,89,2501,Festival,North
169,114,9,156,2451,Winter,West
142,229,23,135,9641,Winter,South
64,190,8,63,2835,Summer,East
160,159,11,163,6851,Summer,West
150,144,6,143,3948,Festival,West
168,104,4,175,4935,Winter,East
125,242,24,120,7830,Winter,East
69,248,23,80,4709,Summer,West
180,97,9,171,2289,Summer,North
122,163,24,117,1503,Festival,East
171,202,25,169,8951,Winter,West
90,207,7,74,6051,Festival,South
179,152,21,170,4097,Festival,North
72,216,19,80,3147,Summer,South
72,248,24,56,5520,Winter,East
193,104,15,189,2897,Summer,East
58,204,11,45,4716,Festival,North
62,248,8,81,9842,Festival,East
100,171,9,119,2210,Winter,South
113,176,15,122,3187,Winter,West
101,236,9,90,9058,Winter,West
87,202,8,86,4820,Winter,South
149,158,29,144,1368,Summer,South
195,141,25,190,3843,Summer,East
100,159,2,82,4450,Summer,East
186,154,26,188,4518,Summer,North
190,182,27,191,7644,Festival,West
104,214,18,111,4860,Summer,North
158,78,10,173,2144,Summer,South
93,200,5,76,4126,Winter,South
159,177,5,176,8660,Festival,North
177,99,14,180,1017,Summer,North
154,193,28,152,6999,Festival,West
59,204,14,49,2656,Festival,South
149,134,12,168,2596,Festival,North
197,123,21,216,2287,Festival,West
158,109,4,176,1267,Winter,East
157,120,13,154,1434,Winter,East
189,126,20,180,3035,Festival,West
195,82,1,188,3497,Festival,North
143,207,29,140,7440,Festival,West
112,216,22,103,7037,Winter,West
133,213,11,152,8806,Winter,North
74,227,19,80,4208,Festival,East
61,197,13,46,2613,Festival,West
198,169,18,201,9910,Festival,East
74,274,23,86,8164,Festival,West
60,219,19,55,3231,Winter,South
113,204,14,104,7463,Summer,North
175,214,26,185,9932,Summer,East
99,232,19,115,6695,Winter,North
138,224,23,130,9996,Winter,East
148,165,16,135,5512,Summer,East
165,212,24,182,8960,Summer,North
145,184,13,127,5886,Summer,West
63,244,22,62,4771,Festival,West
50,279,27,33,7023,Summer,South
74,235,17,55,6904,Summer,East
121,200,26,136,4512,Festival,North
118,250,27,120,9103,Festival,East
182,103,21,180,2844,Winter,West
154,155,23,173,4924,Festival,North
196,131,26,183,5881,Summer,North
72,165,4,67,1534,Festival,East
58,291,21,55,8577,Winter,South
167,164,11,182,6730,Summer,West
143,185,9,146,9476,Winter,West
193,140,7,173,8987,Winter,East
82,274,28,62,9695,Winter,East
179,119,5,194,5141,Festival,South
63,302,27,53,8936,Festival,West
50,316,24,47,9728,Winter,South
139,202,14,134,9253,Winter,North
138,181,11,134,6861,Winter,North
193,148,24,196,6201,Winter,South
139,170,24,152,3383,Festival,South
63,247,5,46,9402,Festival,East
160,122,11,174,3447,Winter,West
192,119,14,186,5804,Festival,West
132,129,11,113,4269,Summer,West
121,211,8,131,9568,Festival,South
179,175,18,167,7964,Winter,East
76,261,20,65,8062,Festival,East
123,133,1,127,4498,Summer,East
148,151,27,132,3847,Summer,South
121,212,12,114,8658,Festival,South
72,239,12,89,8446,Summer,East
117,206,7,136,9083,Summer,South
191,187,26,172,9978,Festival,North
166,92,12,163,1732,Festival,West
155,154,3,163,6063,Festival,West
142,184,5,141,8313,Winter,West
114,200,5,101,8236,Winter,North
117,192,20,133,3699,Summer,East
177,112,11,182,3158,Summer,West
112,175,11,128,4664,Festival,South
162,207,16,145,8811,Summer,North
139,249,26,151,9153,Festival,East
130,154,6,131,5619,Winter,North
152,163,25,137,3193,Festival,West
165,153,14,177,5563,Summer,East
62,245,23,69,4006,Festival,West
173,133,16,176,5044,Festival,East
196,96,9,179,2210,Festival,West
137,155,22,118,2986,Summer,East
60,230,19,52,4170,Festival,North
64,232,5,54,8473,Festival,East
59,190,8,73,2748,Summer,East
90,163,14,108,1757,Winter,North
122,142,15,111,1918,Winter,East
101,265,20,90,9897,Summer,North
177,142,7,164,7054,Winter,West
77,247,15,61,5929,Festival,West
114,153,4,116,3861,Summer,West
66,228,17,79,5494,Festival,East
144,145,19,155,2807,Festival,South
187,111,13,182,3649,Summer,South
112,169,1,95,5423,Festival,West
87,193,22,94,2295,Summer,North
119,170,22,112,3442,Festival,East
153,231,29,144,8639,Winter,North
102,170,2,102,3595,Festival,East
168,148,13,163,6137,Festival,North
123,193,28,104,2072,Summer,West
103,175,6,105,5075,Winter,South
69,232,14,77,4942,Festival,North
128,147,16,116,2771,Festival,West
80,226,0,66,6675,Winter,South
184,71,8,192,2017,Winter,South
107,192,21,103,4692,Winter,South
154,251,28,142,9710,Winter,North
59,195,13,44,3351,Winter,North
59,218,15,58,3772,Festival,South
88,197,27,77,1911,Winter,North
86,191,20,74,1973,Winter,West
168,133,12,159,4102,Festival,East
116,199,5,128,8462,Summer,South
92,203,21,103,2800,Festival,East
101,151,0,114,1808,Summer,South
150,178,20,148,6438,Winter,East
105,207,24,117,6133,Summer,South
125,196,3,120,9761,Festival,West
117,133,2,119,1969,Summer,South
186,135,16,191,5079,Summer,West
155,171,29,171,2879,Summer,South
174,124,1,162,4319,Winter,North
141,182,18,150,5705,Festival,East
72,252,19,64,7611,Summer,West
158,124,22,153,1387,Winter,South
110,242,21,91,9067,Festival,North
93,255,26,103,6957,Festival,South
65,190,7,63,3489,Festival,East
71,292,29,61,8509,Festival,South
106,249,24,99,9707,Winter,North
111,208,14,115,6937,Festival,South
156,118,5,142,4844,Summer,South
120,181,22,114,3890,Festival,West
139,165,19,148,2442,Festival,West
121,125,1,131,1722,Winter,South
119,250,24,122,9947,Summer,South
79,220,24,83,3250,Summer,North
152,140,14,139,2908,Winter,South
81,212,19,90,3586,Winter,East
135,212,11,150,9577,Summer,West
106,180,2,99,7126,Summer,East
158,154,9,166,7773,Festival,South
58,278,13,64,9190,Winter,North
80,225,26,95,5087,Summer,East
120,210,21,133,6078,Summer,South
186,210,29,186,9142,Winter,West
62,209,13,79,4318,Winter,South
180,93,2,170,4038,Summer,West
84,148,0,96,1768,Winter,North
70,238,19,64,6557,Summer,West
113,163,0,104,6262,Summer,South
144,93,1,147,1196,Festival,North
83,194,18,99,3307,Festival,West
170,138,23,160,2389,Winter,West
64,244,9,62,7739,Winter,East
169,119,3,149,6311,Summer,West
145,152,3,141,4558,Festival,South
55,216,12,74,3990,Winter,North
158,192,25,153,6997,Summer,South
146,166,8,151,7253,Festival,West
81,219,6,75,7233,Summer,South
132,172,15,119,5667,Festival,East
167,140,17,176,5402,Summer,South
128,170,2,121,7205,Festival,North
127,230,19,139,7988,Summer,North
196,116,19,182,2992,Summer,West
156,155,9,153,5059,Winter,North
175,182,23,166,8203,Festival,South
64,269,25,45,7893,Festival,West
183,147,29,191,4144,Winter,South
122,236,25,122,7882,Winter,East
150,216,21,136,8470,Summer,South
147,146,15,153,3674,Festival,North
75,185,2,66,5548,Summer,North
141,142,10,140,2552,Summer,East
174,190,24,167,7014,Summer,West
122,149,9,111,2392,Winter,North
172,202,15,174,9572,Festival,North
102,176,7,111,6338,Winter,North
127,121,8,137,1648,Winter,East
141,189,14,130,7394,Festival,East
137,176,20,135,5660,Festival,North
62,181,2,60,1820,Winter,West
92,135,3,94,1471,Winter,North
125,261,29,136,9054,Winter,South
100,146,12,99,1121,Festival,South
68,246,11,51,6445,Festival,West
198,160,20,210,8695,Summer,North
171,114,8,151,5876,Festival,West
73,228,24,65,3795,Winter,South
75,224,13,57,5216,Festival,North
169,122,18,160,3186,Festival,North
131,154,6,139,3134,Festival,South
149,156,15,159,3177,Winter,West
66,220,21,81,3299,Summer,West
117,217,19,98,6981,Summer,East
93,157,4,94,2383,Winter,East
110,227,29,111,5142,Winter,East
172,118,9,182,2968,Summer,West
142,180,17,135,7644,Winter,North
123,173,10,131,3472,Festival,North
116,196,6,130,6494,Festival,East
160,156,13,148,6906,Summer,West
51,252,19,62,4110,Festival,East
138,235,17,144,9326,Summer,West
75,240,10,64,9801,Winter,West
148,206,21,152,7571,Summer,East
76,248,26,88,4774,Summer,North
138,171,11,128,5655,Festival,North
195,102,17,211,1258,Summer,West
50,290,25,38,7868,Summer,South
152,163,1,138,7817,Summer,South
180,148,22,166,6744,Winter,South
90,170,0,103,4942,Festival,East
100,189,22,98,1237,Festival,North
64,203,9,63,4355,Summer,South
57,292,20,61,9879,Summer,South
87,208,0,71,8904,Winter,South
163,148,5,171,7601,Festival,South
132,176,6,138,6706,Festival,East
105,168,16,109,2158,Summer,North
152,92,8,168,1594,Winter,North
187,82,6,181,2750,Winter,North
151,139,16,134,1402,Summer,South
127,161,2,120,4838,Summer,West
132,160,15,128,3540,Summer,East
79,216,4,79,6878,Summer,East
54,273,19,49,8490,Summer,East
168,178,17,173,6534,Winter,North
80,196,0,68,6286,Winter,North
72,162,3,53,2613,Summer,East
97,225,22,91,7579,Summer,South
158,142,10,172,6651,Festival,West
89,205,19,92,4679,Winter,North
55,233,8,72,4552,Winter,North
87,297,29,80,8238,Summer,South
149,165,7,165,5996,Winter,South
76,160,7,92,2464,Winter,North
118,175,4,103,7282,Winter,South
106,184,11,103,5882,Festival,South
66,216,0,67,7245,Winter,South
120,199,14,117,7611,Summer,West
96,218,24,77,4100,Winter,West
128,179,17,139,5113,Winter,West
159,142,5,155,5093,Festival,South
62,265,9,42,9124,Winter,South
188,147,13,176,5851,Festival,West
173,193,20,165,9878,Festival,West
158,178,25,173,4579,Festival,East
139,235,28,155,9792,Winter,North
135,169,7,144,6445,Summer,West
141,186,26,151,5528,Summer,East
73,234,2,75,8566,Winter,East
122,183,21,129,2573,Festival,West
53,278,21,42,6720,Summer,East
162,146,25,166,2256,Winter,West
95,179,18,110,2127,Summer,North
67,206,11,72,3784,Winter,North
92,234,11,97,7081,Festival,North
142,126,14,134,2049,Summer,West
152,198,27,148,6183,Winter,East
173,117,6,192,3301,Winter,West
59,214,26,42,1029,Summer,North
122,217,3,124,9978,Winter,East
80,240,20,94,4198,Summer,South
109,151,8,99,2364,Winter,North
180,150,21,171,5493,Summer,West
167,193,15,155,9505,Festival,West
63,241,25,57,3695,Summer,West
192,160,12,208,7645,Winter,South
51,274,3,35,9721,Festival,East
73,259,23,71,6880,Festival,West
113,197,8,103,9149,Summer,West
149,184,25,137,6859,Summer,West
163,214,20,177,9503,Summer,North
73,189,17,79,1995,Festival,North
140,205,14,132,7865,Festival,South
75,261,14,66,8496,Summer,East
114,153,5,102,3631,Winter,East
169,89,10,176,1263,Festival,West
53,296,27,45,8684,Summer,West
50,268,7,49,9212,Winter,North
99,223,28,91,6043,Summer,North
159,183,20,165,6116,Festival,North
188,129,16,193,4133,Festival,North
123,243,23,131,9397,Summer,West
111,187,24,119,2636,Winter,North
130,240,16,131,9822,Festival,East
105,242,23,93,8811,Summer,North
160,173,25,163,5535,Summer,South
70,219,27,68,2098,Winter,North
190,89,17,207,1289,Winter,West
58,194,3,68,3604,Festival,West
188,101,28,206,1207,Winter,West
119,223,14,113,9463,Winter,North
178,105,1,189,4678,Festival,East
167,156,1,175,9606,Summer,West
105,191,9,118,4468,Festival,East
80,204,2,68,5986,Festival,West
86,239,29,100,5090,Winter,West
140,174,7,125,7803,Winter,East
163,125,19,179,3294,Summer,South
177,98,6,170,3461,Winter,West
171,175,11,159,8945,Summer,East
118,221,25,116,6673,Summer,West
85,204,18,87,4367,Summer,North
81,221,25,88,1943,Festival,East
113,226,27,108,5156,Winter,West
97,187,29,102,1165,Winter,South
130,158,14,147,2905,Summer,North
198,121,13,217,4056,Winter,West
109,159,15,113,1350,Summer,North
190,145,28,204,4309,Winter,South
50,260,26,34,6661,Festival,East
114,153,13,100,1931,Winter,West
82,179,2,84,4838,Summer,East
87,249,17,91,9058,Festival,West
74,223,28,54,2989,Winter,West
108,210,27,109,4484,Festival,East
150,207,21,133,8886,Summer,East
176,77,5,183,2116,Summer,West
90,235,16,83,9325,Winter,South
106,247,22,118,7962,Summer,South
97,263,27,80,6967,Winter,West
121,219,13,111,8904,Summer,East
105,186,13,123,5533,Summer,South
114,255,19,125,9871,Summer,West
61,232,12,44,3669,Winter,North
118,191,26,98,2191,Winter,West
183,142,27,188,2130,Winter,East
138,105,2,150,2403,Winter,West
74,225,12,70,6630,Summer,North
50,288,28,56,6030,Festival,North
180,113,23,164,2381,Winter,West
98,131,1,84,1369,Summer,North
196,122,8,200,6092,Summer,West
109,190,12,96,4794,Winter,East
51,243,7,64,7314,Winter,East
122,199,15,105,6700,Summer,East
194,188,23,185,9567,Winter,South
159,164,28,169,3760,Winter,West
110,140,2,100,2943,Festival,East
66,189,12,82,1957,Festival,West
98,181,3,113,5922,Winter,North
125,219,17,126,7629,Festival,East
197,72,1,177,2533,Festival,South
180,172,19,163,7885,Winter,East
92,262,21,107,9601,Summer,South
106,176,20,93,1053,Summer,North
99,203,14,103,5796,Summer,West
86,204,16,93,3396,Summer,North
95,280,28,112,8851,Festival,North
64,230,9,79,5921,Festival,North
129,163,0,144,8253,Winter,North
188,113,5,171,5839,Winter,North
197,73,2,189,3558,Summer,West
73,258,18,90,9330,Summer,South
174,118,6,178,3520,Winter,North
167,150,12,149,5637,Winter,East
129,143,12,140,4827,Summer,South
143,193,16,161,7629,Festival,South
114,125,0,94,2337,Festival,East
137,158,13,127,3294,Festival,East
137,176,28,118,3677,Festival,East
194,173,25,178,7581,Festival,East
175,77,2,176,1072,Winter,East
138,189,13,130,8236,Winter,North
110,231,23,112,8319,Summer,South
64,200,0,74,3141,Winter,East
143,174,15,157,5530,Winter,East
100,194,9,117,5552,Winter,West
76,220,12,90,4501,Winter,South
123,155,3,115,3077,Summer,South
110,238,8,96,9526,Winter,North
80,205,13,64,5755,Winter,South
61,193,3,69,3615,Summer,East
95,202,9,82,6356,Winter,West
81,219,7,68,5172,Summer,South
110,182,22,96,1932,Festival,West
95,131,2,93,1635,Festival,East
134,195,22,152,7683,Winter,West
129,192,6,131,6773,Winter,South
184,112,9,199,4229,Winter,South
53,183,2,64,2190,Winter,North
101,182,1,84,6508,Festival,East
161,100,14,170,1011,Festival,North
85,238,8,103,9060,Winter,North
103,168,14,87,1448,Summer,East
168,183,16,150,8661,Summer,South
176,162,29,177,3496,Festival,West
66,234,6,73,6885,Summer,North
124,162,19,125,1426,Winter,South
154,193,17,155,8099,Winter,South
199,108,14,212,4169,Winter,North
166,104,17,174,1446,Winter,North
92,214,23,84,3250,Winter,North
161,198,22,147,8111,Summer,South
164,125,11,153,3681,Summer,East
76,195,22,83,2401,Festival,East
86,227,20,69,4407,Festival,North
95,259,29,106,7761,Summer,West
162,159,25,163,2043,Summer,South
84,189,7,83,6363,Festival,West
181,130,29,180,1391,Winter,North
129,143,1,114,5819,Festival,South
129,170,1,117,7879,Festival,East
170,139,4,177,6984,Summer,East
196,72,0,188,2285,Festival,West
171,181,21,181,7363,Festival,North
130,157,3,148,6127,Summer,West
199,120,5,192,7589,Winter,North
168,190,22,169,9833,Winter,East
107,182,12,123,5037,Winter,South
112,217,18,115,7854,Summer,East
149,155,10,136,4249,Festival,West
115,153,12,109,2543,Winter,South
194,72,7,179,1791,Festival,North
134,203,6,136,9628,Summer,East
186,150,12,190,6170,Winter,North
193,129,0,203,7043,Winter,East
172,167,5,180,7098,Festival,North
51,241,6,53,8448,Winter,East
155,189,15,144,8211,Summer,East
157,189,29,145,5782,Festival,North
121,224,26,113,8798,Festival,East
175,125,14,186,4959,Winter,East
106,215,19,86,5364,Winter,East
130,186,29,110,2716,Winter,West
190,101,1,206,4636,Winter,East
68,288,25,87,8870,Festival,North
56,269,24,53,8361,Festival,North
186,150,22,201,6671,Winter,West
103,236,15,113,9380,Festival,East
153,185,16,133,6726,Summer,West
135,224,23,150,8557,Festival,West
131,220,14,119,8782,Summer,East
110,172,2,111,3718,Summer,North
136,115,3,143,3405,Summer,East
51,268,11,56,8887,Winter,West
80,232,4,69,9003,Festival,South
82,245,16,64,8718,Summer,West
129,206,5,110,9532,Winter,North
60,237,9,76,3881,Festival,East
177,168,21,187,7710,Festival,South
184,109,17,196,1643,Winter,West
177,110,26,188,1020,Festival,West
80,152,9,71,1677,Winter,West
175,100,5,157,3650,Winter,East
96,216,23,101,4469,Winter,East
156,178,5,149,8886,Festival,West
68,253,19,59,5183,Winter,East
130,207,14,135,8086,Winter,South
172,152,3,167,8377,Festival,South
183,176,24,170,6684,Summer,North
156,144,15,163,3687,Winter,East
98,239,21,84,7596,Winter,East
122,170,23,116,2416,Summer,West
99,195,7,114,5405,Festival,South
130,194,6,117,8074,Festival,East
144,133,18,133,1491,Festival,East
61,233,25,55,1759,Winter,East
72,227,16,69,4501,Summer,West
103,259,20,119,9192,Festival,South
167,112,12,181,3088,Summer,East
108,183,14,89,4656,Festival,East
52,281,25,53,5767,Winter,West
107,186,25,101,1211,Festival,North
106,192,1,122,8975,Summer,West
194,149,27,212,4722,Summer,East
139,129,9,154,1303,Summer,South
104,188,12,88,5786,Winter,South
94,216,17,88,4772,Festival,East
50,246,29,56,2781,Winter,North
70,245,22,65,4225,Winter,West
70,262,10,85,9999,Summer,East
101,206,12,118,7739,Summer,East
131,219,18,128,8273,Winter,East
116,203,28,130,5203,Winter,West
162,134,23,166,2353,Festival,South
93,249,24,94,9371,Summer,West
59,275,29,69,7274,Summer,East
113,207,28,129,2830,Summer,South
118,210,23,131,5698,Festival,North
117,196,21,119,5002,Festival,East
77,175,4,72,3800,Summer,South
165,153,2,150,7902,Summer,South
100,206,18,94,5263,Winter,South
53,237,22,50,1222,Winter,East
128,154,12,145,3237,Festival,North
66,195,4,58,3578,Summer,South
157,117,11,160,2778,Winter,East
123,143,13,115,1620,Winter,South
72,207,5,52,5054,Summer,West
67,279,29,82,8466,Summer,South
178,169,21,175,6430,Winter,East
84,223,8,96,7379,Summer,South
113,171,16,130,5263,Summer,South
108,168,7,93,3240,Festival,West
50,305,25,46,9043,Winter,West
180,106,12,163,2362,Winter,East
116,189,28,109,3240,Festival,North
86,229,4,95,6521,Festival,North
78,263,28,77,7535,Winter,North
138,179,21,125,7744,Winter,North
149,220,21,130,9284,Summer,East
171,116,16,187,2238,Summer,East
139,153,2,122,7492,Winter,West
181,162,27,170,5608,Summer,West
63,243,5,62,8502,Summer,North
199,103,13,213,4470,Summer,West
180,137,14,169,5201,Festival,East
134,185,13,141,6351,Winter,North
70,227,10,64,6413,Winter,South
75,235,10,90,8432,Winter,South
90,218,8,70,6971,Summer,South
171,141,5,172,8437,Summer,West
87,211,14,93,4901,Festival,North
137,161,11,145,4628,Festival,South
60,233,28,54,2768,Winter,North
78,206,5,67,6352,Festival,East
109,139,0,108,3901,Festival,South
110,180,24,111,2541,Summer,South
196,95,15,184,3091,Winter,South
71,258,19,82,8742,Winter,East
127,207,14,123,9283,Festival,North
162,144,1,160,5854,Summer,South
172,201,16,191,9922,Festival,South
191,136,2,197,6049,Festival,North
93,197,2,109,6557,Winter,West
193,115,4,206,5432,Summer,West
146,213,16,135,9891,Festival,South
126,248,22,135,8987,Festival,South
189,164,28,189,6020,Summer,West
104,198,16,104,4014,Festival,West
100,232,19,113,7248,Winter,South
151,137,5,139,3016,Festival,North
78,152,0,91,1977,Winter,West
118,181,6,109,5210,Winter,South
129,226,25,129,8034,Winter,East
80,178,14,79,2258,Winter,North
161,105,6,146,2297,Winter,South
95,221,18,110,8397,Winter,East
146,209,19,137,7872,Festival,West
101,219,21,111,5129,Summer,East
187,154,29,168,2732,Festival,East
123,151,10,118,3942,Summer,East
90,179,22,70,1448,Festival,West
126,167,13,109,5500,Summer,East
180,178,12,160,9524,Festival,West
163,174,19,177,7133,Winter,South
101,172,25,93,1165,Summer,East
136,205,26,146,5832,Festival,North
158,170,24,157,3774,Winter,South
190,125,8,176,6020,Festival,West
118,204,8,137,8748,Summer,South
169,163,15,181,5744,Festival,East
116,141,11,123,1446,Festival,West
110,138,9,109,1096,Winter,East
120,153,5,131,3426,Winter,South
79,206,17,67,4257,Winter,North
195,113,1,208,5726,Summer,South
145,205,26,138,7851,Winter,South
105,244,19,88,9694,Summer,East
102,214,8,110,9189,Winter,North
56,292,18,50,9256,Winter,East
146,184,5,142,7740,Winter,East
162,148,1,160,7714,Winter,East
174,109,14,191,1661,Summer,West
181,187,16,169,9672,Summer,East
170,175,15,176,7879,Summer,North
87,229,27,81,5662,Winter,East
171,184,20,187,8815,Winter,East
75,204,7,82,4261,Winter,North
178,101,9,161,1405,Summer,South
53,243,9,53,5860,Festival,East
88,209,17,101,4560,Festival,South
103,232,9,101,8856,Festival,East
82,211,8,98,7690,Summer,East
69,241,27,52,6331,Festival,West
65,224,23,81,4440,Summer,North
198,123,18,209,1741,Summer,North
176,161,0,167,8181,Winter,South
136,168,3,131,8731,Winter,West
131,178,23,124,3921,Summer,East
111,194,2,91,8374,Festival,West
80,247,9,91,8023,Summer,North
91,221,11,91,6561,Summer,East
61,247,17,44,6634,Festival,East
114,177,22,102,1910,Winter,South
122,205,19,123,5702,Summer,West
180,71,5,171,2418,Winter,East
164,182,20,173,6798,Winter,North
186,139,1,195,8698,Winter,South
155,132,9,166,5038,Summer,North
65,188,1,80,4445,Festival,South
127,170,29,113,1131,Festival,West
174,146,8,170,6862,Winter,South
180,117,26,160,1152,Winter,West
190,97,9,183,3478,Festival,West
179,156,1,196,9674,Winter,East
161,140,7,166,7116,Festival,West
176,135,23,182,1304,Festival,South
70,207,16,65,3519,Summer,South
196,151,16,182,7112,Winter,East
138,181,28,149,1992,Winter,South
96,207,3,100,6647,Summer,West
199,163,17,209,8597,Festival,South
134,212,11,129,9906,Winter,North
177,117,16,170,2709,Summer,North
121,193,8,125,9018,Festival,East
91,185,28,100,1470,Summer,West
58,236,18,44,4465,Summer,South
74,262,13,65,9932,Summer,East
51,215,13,33,4566,Summer,East
68,303,29,74,9704,Festival,West
69,246,16,67,6234,Summer,East
119,161,1,135,4285,Festival,North
66,262,7,52,9551,Summer,East
173,76,4,168,1284,Summer,South
138,191,26,149,4277,Winter,North
143,136,6,130,3631,Winter,North
133,153,21,125,2757,Winter,North
180,167,28,170,6479,Winter,South
136,197,15,135,6787,Summer,West
100,217,15,97,6449,Summer,East
131,188,16,147,5838,Festival,East
57,292,21,42,9549,Summer,North
